id,aspect,opinion,sentiment,category,label_topic
36,crystal knob,naff,neg,quality-aesthetic,2
36,S8,lovely,pos,general-information,6
36,leather,two  tone,pos,quality-aesthetic,2
36,leather,looks really really good,pos,quality-aesthetic,2
36,I drive seven,better than ever,pos,user-experience,8
36,I drive seven,absolutely fabulous,pos,user-experience,8
36,I drive seven,dead easy to control,pos,user-experience,8
36,I drive seven,little bit temperamental,neg,user-experience,8
36,graphics card,easier,pos,user-experience,8
36,map,lovely,pos,user-experience,8
36,graphics,sharp,pos,user-experience,8
36,graphics,high definition,pos,user-experience,8
36,digital drivers display,not quite good,neg,user-experience,8
36,satnav,not full wide screen,neg,user-experience,8
36,rev counter,odd,neg,user-experience,8
36,infotainment system,like,pos,user-experience,8
36,reversing camera,so good,pos,user-experience,8
36,gesture commands,hard to control,neg,user-experience,8
36,suspension,unique,pos,handling,4
36,suspension,little bit firmer than other,neu,handling,4
36,comfort mode,very very comfortable,pos,comfort,3
36,bumps,hardly feel,pos,handling,4
36,sport mode,very very good,pos,handling,4
36,sport mode,feels really sporting agile,pos,handling,4
36,corner handling,strong,pos,handling,4
36,corner handling,sturdy,pos,handling,4
36,Taxi drive,great,pos,handling,4
36,steering,highlight,pos,handling,4
36,steering,feels connected to front wheels,pos,handling,4
36,change mode controls,inconvenient,neg,handling,4
36,engine,pretty quick for diesel S60 lot,pos,performance,0
36,engine,very quick,pos,performance,0
36,pickup,relentless,pos,performance,0
36,engine,makes good noise,pos,performance,0
36,noise,fake,neg,performance,0
36,gearbox,really good,pos,handling,4
36,gearbox,improved on perfection,pos,handling,4
36,gearbox,well done,pos,handling,4
36,car,modern,pos,quality-aesthetic,2
36,changing gears using paddles,sharp,pos,handling,4
36,auto-breaking,safe,pos,safety,5
36,stop,safe,pos,safety,5
36,stop,steady,pos,safety,5
36,rear,absolutely loads of room,pos,comfort,3
36,footroom,loads of space for legs,pos,comfort,3
36,headroom,loads . looking up absolutely loads,pos,comfort,3
36,rear,really spacious,pos,comfort,3
36,window lead,big,pos,exterior-features,9
36,backseats,super comfy,pos,comfort,3
36,pockets in backseat,tough really strong,pos,interior-features,1
36,BC imports,nice,pos,interior-features,1
36,BC imports,modern,pos,interior-features,1
36,seats,quite reclined,pos,comfort,3
36,backseat,super quiet,pos,comfort,3
36,backseat,really really very comfortable,pos,comfort,3
36,-,-,-,unknown,-1
36,-,-,-,unknown,-1
36,air suspension,more comfortable over bumps,pos,comfort,3
36,offroad height raise,right,pos,handling,4
36,-,-,-,unknown,-1
36,offroad pack,special,pos,handling,4
36,-,-,-,unknown,-1
36,engine,nice,pos,performance,0
36,engine,responsive,pos,performance,0
36,engine,agile,pos,performance,0
36,engine,silky,pos,performance,0
36,engine,smooth,pos,performance,0
36,BMW X5,really impressed,pos,general-information,6
36,drive,very well,pos,handling,4
36,BMW X5,comfortable,pos,comfort,3
36,BMW X5,quiet,pos,comfort,3
36,BMW X5,luxurious,pos,quality-aesthetic,2
36,BMW X5,practical,pos,interior-features,1
36,BMW X5,packed full of technology,pos,user-experience,8
36,SUV,excellent,pos,general-information,6
36,SUV,luxury,pos,quality-aesthetic,2
37,-,-,-,unknown,-1
37,car,has a lot riding on it,pos,general-information,6
37,front end look,really like,pos,quality-aesthetic,2
37,lower bumper,aggressive,neu,quality-aesthetic,2
37,integrated laser lights,really nice,pos,quality-aesthetic,2
37,front,like,pos,quality-aesthetic,2
37,front bottom,decreasing,neu,quality-aesthetic,2
37,sides,look good,pos,quality-aesthetic,2
37,looks,little bit slabby,neu,quality-aesthetic,2
37,door handles,weird,neg,quality-aesthetic,2
37,back,looks cool,pos,quality-aesthetic,2
37,back,like,pos,quality-aesthetic,2
37,back,looks good,pos,quality-aesthetic,2
37,cornering,improved,pos,general-information,6
37,new three series,longer,pos,general-information,6
37,new three series,wider,pos,general-information,6
37,new three series,lower,pos,general-information,6
37,center of gravity,improved,pos,handling,4
37,3 series,more aerodynamic than any car in its class,pos,general-information,6
37,-,-,-,unknown,-1
37,back seat,more room,pos,comfort,3
37,knee room,plenty,pos,comfort,3
37,head room,plenty,pos,comfort,3
37,A3,spacious,pos,comfort,3
37,car,noticeably quieter,pos,comfort,3
37,tire noise,not get,pos,comfort,3
37,travelling,relaxing,pos,comfort,3
37,-,-,-,unknown,-1
37,-,-,-,unknown,-1
37,-,-,-,unknown,-1
37,-,-,-,unknown,-1
37,-,-,-,unknown,-1
37,-,-,-,unknown,-1
37,reversing assistant,works,pos,user-experience,8
37,reversing assistant,sometimes problematic,neg,user-experience,8
37,reversing assistant tech,great,pos,user-experience,8
37,A8 reversing,really really good,pos,user-experience,8
37,-,-,-,unknown,-1
37,-,-,-,unknown,-1
37,-,-,-,unknown,-1
37,I drive,good,pos,user-experience,8
37,I drive,easy to operate,pos,user-experience,8
37,I drive,fun,pos,user-experience,8
37,I drive,handy,pos,user-experience,8
37,cabin,well thought out,pos,quality-aesthetic,2
37,sit,low,neu,comfort,3
37,positioning of steering wheel,feels sporting,pos,comfort,3
37,seating,great,pos,comfort,3
37,everything,well laid out,pos,quality-aesthetic,2
37,everything,super logical,pos,quality-aesthetic,2
37,controls,simple plain,pos,user-experience,8
37,-,-,-,unknown,-1
37,vent,good,pos,exterior-features,9
37,exhaust pipe,fake,pos,exterior-features,9
37,-,-,-,unknown,-1
37,driving experience,ruined,neg,user-experience,8
37,handling,impressed,pos,handling,4
37,steering,so good,pos,handling,4
37,steering,very very sharp,pos,handling,4
37,car,sportiest,pos,handling,4
37,dampers,special,pos,handling,4
37,dampers,more sporting,pos,handling,4
37,suspension,stiffer,pos,handling,4
37,BMW,large,pos,general-information,6
37,suspension,normal,neu,handling,4
37,engine,nice,pos,performance,0
37,engine,smooth,pos,performance,0
37,pulling power,plenty,pos,performance,0
37,automatic gear,works well,pos,handling,4
37,sound,decent,pos,performance,0
37,manual paddles,feel a bit plasticky,neg,quality-aesthetic,2
37,slip differential,limited,neu,handling,4
37,-,-,-,unknown,-1
37,start,good,pos,performance,0
37,start,quick,pos,performance,0
37,start,really quick,pos,performance,0
37,standing quarter,less than half a  second slower than M3,neg,performance,0
37,-,-,-,unknown,-1
37,car,slide,pos,handling,4
37,-,-,-,unknown,-1
37,A3,best sports saloon,pos,general-information,6
37,drive,great,pos,handling,4
37,tech,loads of,pos,general-information,6
37,drive,great,pos,handling,4
37,inside,really expensive,pos,cost,7
37,three series,practical,pos,interior-features,1
37,three series,comfortable,pos,comfort,3
39,-,-,-,unknown,-1
39,interior,kind of red,pos,quality-aesthetic,2
39,car,luxurious,pos,quality-aesthetic,2
39,-,-,-,unknown,-1
39,-,-,-,unknown,-1
39,launch,bizarrely,neg,performance,0
39,-,-,-,unknown,-1
39,car,mighty,pos,performance,0
39,corners,bit of barge,neg,handling,4
39,engine,lovely,pos,performance,0
39,accelerating,fastest,pos,performance,0
39,engine,monster,pos,performance,0
39,car,really comfy,pos,comfort,3
39,around the bend,weighty,neg,handling,4
39,around the bend,struggle,neg,handling,4
39,drive,flying,pos,handling,4
39,drive,quick,pos,handling,4
39,front wheel,scrabbling,neg,handling,4
39,-,-,-,unknown,-1
39,-,-,-,unknown,-1
39,-,-,-,unknown,-1
39,-,-,-,unknown,-1
39,-,-,-,unknown,-1
39,-,-,-,unknown,-1
39,-,-,-,unknown,-1
39,-,-,-,unknown,-1
39,-,-,-,unknown,-1
40,car,not pretty,neu,quality-aesthetic,2
40,grill,huge,pos,quality-aesthetic,2
40,side,looks like offroading,neg,quality-aesthetic,2
40,car,not cheapest,neg,cost,7
40,car,luxury SUV,pos,quality-aesthetic,2
40,rear end,not the most beautiful,neg,quality-aesthetic,2
40,split tailgate,standout,pos,exterior-features,9
40,split tailgate,handy,pos,exterior-features,9
40,parcel shelf,impressive,pos,exterior-features,9
40,parcel shelf,slides out easily,pos,exterior-features,9
40,boot useful features,plenty,pos,exterior-features,9
40,boot,feels posh,pos,exterior-features,9
40,gas truck,feels posh,pos,exterior-features,9
40,boot shape,nice,pos,exterior-features,9
40,boot shape,square,pos,exterior-features,9
40,capacity,about 15% less than Audi Q7,neg,exterior-features,9
40,floor,almost completely flat,neu,exterior-features,9
40,lettering feature,standard,neu,exterior-features,9
40,suspension,standard,neu,handling,4
40,doors,massive,pos,interior-features,1
40,height,just right,pos,general-information,6
40,get in,very easy,pos,comfort,3
40,big bulky child safe,easy to manoeuvre,pos,comfort,3
40,driving position,loads and loads of room,pos,comfort,3
40,headroom,plenty,pos,comfort,3
40,panoramic glass freeze,really bright,pos,interior-features,1
40,reading light,decent,neu,interior-features,1
40,knee room,lots,pos,comfort,3
40,seats,very very comfy,pos,comfort,3
40,back seat,not quite spacious,neg,comfort,3
40,back seat,fairly reclined,pos,comfort,3
40,back seat,super comfy,pos,comfort,3
40,support under legs,lots,pos,comfort,3
40,floor,flat,neu,comfort,3
40,footspace,plenty,pos,comfort,3
40,middle seat,slightly firmer,neg,comfort,3
40,middle seat,not so comfortable,neg,comfort,3
40,children,more than happy in the back,pos,comfort,3
40,window ledge,low,neu,interior-features,1
40,windows,go all the way down,pos,exterior-features,9
40,windows,good,pos,exterior-features,9
40,blow,nice,pos,comfort,3
40,blow,warm,pos,comfort,3
40,folders on the backs of the chairs,solid,pos,interior-features,1
40,folders on the backs of the chairs,expensive,pos,interior-features,1
40,folders on the backs of the chairs,good place for iPads,pos,interior-features,1
40,changing plugs,very modern,pos,interior-features,1
40,rear door bins,absolutely massive,pos,interior-features,1
40,space,very very good,pos,comfort,3
40,storage,massive,pos,interior-features,1
40,cup holders,big enough,pos,interior-features,1
40,cup holders,great thing,pos,interior-features,1
40,space,decent,pos,interior-features,1
40,design,much better than previous X5,pos,quality-aesthetic,2
40,design,really really nice,pos,quality-aesthetic,2
40,interior light pattern,quite cool,pos,quality-aesthetic,2
40,dash,not sure,neg,quality-aesthetic,2
40,dash,freaks me out,neg,quality-aesthetic,2
40,car,really really nice looking,pos,quality-aesthetic,2
40,compartmentalize stuff,like,pos,quality-aesthetic,2
40,-,-,-,unknown,-1
40,controls,very easy to use,pos,user-experience,8
40,everything,quality,pos,quality-aesthetic,2
40,touch,soft,pos,quality-aesthetic,2
40,everything,dead solid,pos,quality-aesthetic,2
40,quality,absolutely gorgeous,pos,quality-aesthetic,2
40,quality,better than any other SUV at this price,pos,quality-aesthetic,2
40,steering wheel adjustment,load,pos,comfort,3
40,seat adjustment,load,pos,comfort,3
40,extend front part seat,like,pos,comfort,3
40,adjustments,electric,neu,comfort,3
40,leather,not graded,neg,quality-aesthetic,2
40,leather,super soft,pos,quality-aesthetic,2
40,glass elements on gear selector,looks tacky,neg,quality-aesthetic,2
40,Rev Counter,odd,neg,user-experience,8
40,Rev Counter,runs backwards,neg,user-experience,8
40,main entertainment screen,really good,pos,user-experience,8
40,screen,really clear,pos,user-experience,8
40,graphics,sharp,pos,user-experience,8
40,gestures,a bit of gimmick,neg,user-experience,8
40,voice commands,intuitive,pos,user-experience,8
40,I drive,easy to use,pos,user-experience,8
40,satnav,looks really good,pos,user-experience,8
40,satnav,not the smartest,neg,user-experience,8
40,satnav,not up to the standard of google maps,neg,user-experience,8
40,satnav,quite good,neu,user-experience,8
40,equipment,generally pretty good,neu,interior-features,1
40,interior,leather,neu,interior-features,1
40,wheels,upgraded,pos,exterior-features,9
40,brakes,more spoiled,pos,handling,4
40,body,sporting,neu,exterior-features,9
40,steering wheel,sport,neu,interior-features,1
40,-,-,-,unknown,-1
40,door,get all dirty,neg,exterior-features,9
40,central speaker,beautiful metallic,pos,quality-aesthetic,2
40,system,less expensive,neu,cost,7
40,cover,plasticky nasty,neg,quality-aesthetic,2
40,luxury items,not get,neg,interior-features,1
40,lumbar support,standard,neu,comfort,3
40,-,-,-,unknown,-1
40,digital key,slow to respond,neg,exterior-features,9
40,-,-,-,unknown,-1
40,-,-,-,unknown,-1
40,-,-,-,unknown,-1
40,-,-,-,unknown,-1
40,-,-,-,unknown,-1
40,reversing with assistant,piece pf cake,pos,handling,4
40,-,-,-,unknown,-1
40,car,big,neu,handling,4
40,drive in town,not too difficult,pos,handling,4
40,seating,quite high,pos,comfort,3
40,view,good,pos,safety,5
40,seating,not as high as Land rover,neg,comfort,3
40,visibility,alright,neu,safety,5
40,back window,not big,neg,safety,5
40,automatic gearbox,blooming,pos,handling,4
40,automatic gearbox,lovely,pos,handling,4
40,automatic gearbox,respond quickly,pos,handling,4
40,pickup,not fast,neg,performance,0
40,performance,plenty,pos,performance,0
40,engine,absolutely great,pos,performance,0
40,diesel with four turbos,really quick,pos,performance,0
40,diesel with four turbos,really expensive,neg,performance,0
40,economy,not that great,neg,performance,0
40,air suspension,lovely,pos,handling,4
40,air suspension,standard,pos,handling,4
40,air suspension,really good,pos,handling,4
40,air suspension,float over bumps,pos,handling,4
40,speed up,very easy,pos,performance,0
40,car,very quiet,pos,comfort,3
40,long distances,easy,pos,handling,4
40,sport mode,fun,pos,handling,4
40,car,luxurious,pos,quality-aesthetic,2
40,car,comfortable,pos,comfort,3
40,car,practical,pos,interior-features,1
40,drive,good,pos,handling,4
40,car,full of tech,pos,interior-features,1
42,BMW six Series GT,like a smoothie,neu,general-information,6
42,BMW six Series GT,blend of various BMW ingredients,neu,general-information,6
42,-,-,-,unknown,-1
42,quality,strong,pos,quality-aesthetic,2
42,GT -R,pretty identical to the five Series,neu,general-information,6
42,materials,nice,pos,quality-aesthetic,2
42,built,solidly,pos,quality-aesthetic,2
42,design,dull,neg,quality-aesthetic,2
42,car,easy to use,pos,user-experience,8
42,satnav system,wide screen,neu,user-experience,8
42,swivel,easy while driving,pos,user-experience,8
42,swivel,intuitive,pos,user-experience,8
42,entertainment system,really good,pos,user-experience,8
42,entertainment system,one of the very best,pos,user-experience,8
42,digital dollars,functionality not good,neg,user-experience,8
42,equipped levels,very good,pos,user-experience,8
42,-,-,-,unknown,-1
42,rear parking,high definition,pos,exterior-features,9
42,rear parking,good,neu,exterior-features,9
42,glass,panoramic,neu,exterior-features,9
42,roof,panoramic,neu,exterior-features,9
42,-,-,-,unknown,-1
42,body kit,sporty,neu,quality-aesthetic,2
42,-,-,-,unknown,-1
42,-,-,-,unknown,-1
42,-,-,-,unknown,-1
42,car,good,pos,general-information,6
42,seating position,raised,pos,comfort,3
42,head room,love,pos,comfort,3
42,view,good,pos,safety,5
42,seating,very very comfortable,pos,comfort,3
42,seating,can get low enough,pos,comfort,3
42,seating,practical,pos,comfort,3
42,door bins,impressive,pos,interior-features,1
42,door bins,can hold big container,pos,interior-features,1
42,back seat space,impressive,pos,comfort,3
42,back seat space,way better,pos,comfort,3
42,headroom,loads,pos,comfort,3
42,kneeroom,loads,pos,comfort,3
42,stretch out,far,pos,comfort,3
42,back seats,adjustable,neu,comfort,3
42,soft pillow,love,pos,comfort,3
42,middle seat,bit of parchment,neu,comfort,3
42,headroom,enough,neu,comfort,3
42,footroom,enough,neu,comfort,3
42,Entertainment system,well,pos,interior-features,1
42,door pockets,big,pos,interior-features,1
42,boot,very big,pos,exterior-features,9
42,hatchback,very easy to load,pos,exterior-features,9
42,boot,huge,pos,exterior-features,9
42,scuff plates,easy to remove,pos,exterior-features,9
42,floor,FALSE,neu,exterior-features,9
42,gas struts,super posh,pos,exterior-features,9
