,gold outputs,predictions
135,"(windows, big, positive); (turning circle, tight, neutral); (length, short, neutral)","(windows, big, positive); (turning circle, tight, neutral); (length, short, neutral)"
136,"(optional backup camera, easy to maneuver, positive); (parking sensors, easy to maneuver, positive)","(optional backup camera, easy to maneuver, positive); (parking sensors, easy to maneuver, positive)"
137,"(suspension, skillfully manages tarmac inconsistencies, positive)","(suspension, skillfully manages tarmac inconsistencies, positive)"
138,"(car, electric, positive)","(car, electric, positive)"
139,"(None, None, None)","(None, None, None)"
140,"(BMW, traditional progressive balance pretty well, positive); (stance, tall, positive); (windows, frameless, positive); (panels, contrasting, positive); (weirdness, general, neutral); (car, utterly distinct, positive); (car, weird in the most endearing way, positive)","(BMW, traditional progressive balance pretty well, positive); (stance, tall, positive); (windows, frameless, positive); (panels, contrasting, positive); (weirdness, general, neutral); (car, utterly distinct, positive); (car, weird in the most endearing way, positive)"
141,"(panels, reflexes more, negative); (interior, feels pretty special, positive); (interior, swoopy shapes, positive); (interior, contrasting textures, positive); (dash, bold futurism, positive); (A3, surprisingly welcoming, positive); (interior, familiar BMW, positive)","(panels, reflexes more, negative); (interior, feels pretty special, positive); (interior, swoopy shapes, positive); (interior, contrasting textures, positive); (dash, bold futurism, positive); (A3, surprisingly welcoming, positive); (car, feel familiar, neutral)"
142,"(steering wheel controls, straightforward, positive); (bluetooth, easy to pair, positive); (I Drive, intuitive, positive); (auxillary connectors, conveniently placed, positive); (auxillary connectors, clearly labelled, positive); (Dr Selector, annoying, negative)","(steering wheel controls, straightforward, positive); (bluetooth, easy to pair, positive); (I Drive, intuitive, positive); (auxillary connectors, conveniently placed, positive); (auxillary connectors, clearly labelled, positive); (Dr Selector, annoying, negative)"
143,"(putting gear, pretty straightforward, positive); (push button reach, awkwardly around the steering, negative)","(putting gear, pretty straightforward, positive); (push button reach, awkwardly around the steering, negative)"
144,"(screen, so far away, negative)","(screen, so far away, negative)"
145,"(screen, nice if it was bigger, negative); (get in, reasonably simple, positive); (front climbing and back, more effort, neutral); (contouring, comfortable, positive); (headroom, plentiful, positive); (center armrest, adjustable, neutral); (steering wheel, telescopic, positive); (steering wheel, long throw, positive); (steering, easy to meld with car, positive); (front seat, nice, positive); (front seat, adjustable, positive); (front seat, lumbar support, positive); (backseat legroom, okay, neutral); (back, really quite good, positive); (back seating, elevated, positive); (view, nice, positive); (view, claustrophobia free, positive)","(screen, nice if it was bigger, negative); (get in, reasonably simple, positive); (front, adjustable center armrest, neutral); (steering wheel, telescopic, positive); (headroom, plentiful, positive); (front seat, adjustable, positive); (back seat, center, neutral); (back seat, nice, positive); (rear seats, elevated, positive); (backseat, eye-catching, positive); (view, elevated, positive); (backseat, pretty well, positive); (view, quite"
146,"(lift over height, high, negative); (loading heavy cargo, struggle, positive); (trunk size, decent, neutral); (trunk shape, pragmatic, positive)","(lift over height, high, negative); (loading heavy cargo, struggle, positive); (trunk size, decent, neutral); (trunk shape, pragmatic, positive)"
147,"(None, None, None)","(None, None, None)"
148,"(headlights, led, neutral); (upholstery, leather like, positive)","(headlights, led, neutral); (upholstery, leather like, positive)"
149,"(None, None, None)","(None, None, None)"
150,"(audio system, premium, positive); (quick charge system, bumps the battery up to 80%, positive)","(audio system, premium, positive); (quick charge, bumps the battery up to 80%, positive)"
151,"(None, None, None)","(None, None, None)"
152,"(car, electric, neutral); (car, not for everybody, negative); (car, more premium, positive); (car, more expensive, positive); (looks, utterly insane, negative)","(car, electric, neutral); (car, not for everybody, negative); (car, more premium, positive); (car, more expensive, positive); (looks, utterly insane, negative)"
153,"(None, None, None)","(None, None, None)"
154,"(weight, less, positive); (weight, lighter, positive)","(weight, less, positive); (weight, lighter, positive)"
155,"(None, None, None)","(None, None, None)"
156,"(car, smallest Mercedes SUV, neutral); (car, fast but not too fast, neutral)","(car, smallest Mercedes SUV, neutral); (car, fast but not too fast, neutral)"
157,"(look, distinctive, positive); (grill, wider, positive); (diffuser, aggressive, neutral); (height, lower, neutral); (exhaust tips, chrome or black, neutral); (exhaust tips, compliment, positive)","(look, distinctive, positive); (grill, wider, positive); (diffuser, aggressive, neutral); (height, lower, neutral); (height, staggered with tires, neutral); (wheels, 20 inch, neutral); (wheels, AMG, neutral)"
158,"(steering wheel, flat bottom, neutral); (contrast, super fancy red, positive); (accents, carbon fibre, neutral); (front seats, extra bolstering, positive)","(steering wheel, flat bottom, neutral); (contrast, super fancy red, positive); (accents, carbon fibre, neutral); (front seats, extra bolstering, positive)"
159,"(GOC 43, high performance SUV, positive)","(GOC 43, high performance SUV, positive)"
160,"(None, None, None)","(None, None, None)"
161,"(engine, what an, positive); (pulls, hard, positive); (pulls, down low, positive)","(engine, what an, positive); (pulls, hard, positive); (pulls, down low, positive)"
162,"(exhaust sound, fantastic, positive)","(exhaust sound, fantastic, positive)"
163,"(stops, in a hurry, negative); (overall, really good, positive)","(stops, in a hurry, negative); (overall, really good, positive)"
164,"(nine speed automatic, quick witted, positive)","(nine speed automatic, quick witted, positive)"
165,"(drive, all wheel, neutral)","(drive, all wheel, neutral)"
166,"(engine, undoubtedly centerpiece, positive)","(engine, undoubtedly centerpiece, positive)"
167,"(handling, legitamate, positive); (rubber, sticky, neutral); (rubber, continental, neutral)","(handling, legitamate, positive); (rubber, sticky, neutral); (rubber, continental, neutral)"
168,"(ride quality, does not possess simple, negative); (turning, chasis does not roll past a few degrees, negative); (chasis, firm, neutral)","(ride quality, not simple, negative); (ride, firm, neutral)"
169,"(ride quality, not harsh, neutral); (ride quality, smooth, positive)","(ride quality, not harsh, neutral); (ride quality, smooth, positive)"
170,"(price, not cheap, negative); (price, number of desirable standards, positive)","(price, not cheap, negative); (price, number of desirable standards, positive)"
171,"(None, None, None)","(None, None, None)"
172,"(None, None, None)","(None, None, None)"
173,"(shape, interesting, positive); (practicality, less practical but actually not, neutral); (car, engaging dynamic quality, positive)","(shape, interesting, positive); (practicality, less practical but actually not, neutral); (car, engaging dynamic quality, positive)"
174,"(car, super sporty crossover, positive); (car, not for everyone, negative)","(car, super sporty crossover, positive); (car, not for everyone, negative)"
175,"(None, None, None)","(None, None, None)"
176,"(drive, rear wheel, neutral); (car, two seat convertible, positive)","(drive, rear wheel, neutral); (car, two seat convertible, positive)"
177,"(V six, really good, positive); (power, comes out quickly, positive); (power, plety of, positive)","(V six, really good, positive); (power, comes out quickly, positive); (power, plety of, positive)"
