,Unnamed: 0,id,segment_id,text,aspect,opinion,sentiment,,,,
1489,502,232,9,"Eating service is complete with heated front seats , A4 drive modes , including a customizable individual setting , a 19 speaker banging old son audio system and intuitively designed , seven inch , remote operated media center with the backup camera and Android auto and apple carplay integration and an eight speed automatic transmission . Yes , you heard right . The S4 ditches . The A4 is more sophisticated dual clutch auto box for a traditional A8 speed unit . But the news isn't all bad because this transmission is really good .",front seats,heated,pos,,,,
1490,,232,9,"Eating service is complete with heated front seats , A4 drive modes , including a customizable individual setting , a 19 speaker banging old son audio system and intuitively designed , seven inch , remote operated media center with the backup camera and Android auto and apple carplay integration and an eight speed automatic transmission . Yes , you heard right . The S4 ditches . The A4 is more sophisticated dual clutch auto box for a traditional A8 speed unit . But the news isn't all bad because this transmission is really good .",individual setting,customizable,pos,,,,
1491,,232,9,"Eating service is complete with heated front seats , A4 drive modes , including a customizable individual setting , a 19 speaker banging old son audio system and intuitively designed , seven inch , remote operated media center with the backup camera and Android auto and apple carplay integration and an eight speed automatic transmission . Yes , you heard right . The S4 ditches . The A4 is more sophisticated dual clutch auto box for a traditional A8 speed unit . But the news isn't all bad because this transmission is really good .",media centre,intuitively designed,pos,,,,
1492,,232,9,"Eating service is complete with heated front seats , A4 drive modes , including a customizable individual setting , a 19 speaker banging old son audio system and intuitively designed , seven inch , remote operated media center with the backup camera and Android auto and apple carplay integration and an eight speed automatic transmission . Yes , you heard right . The S4 ditches . The A4 is more sophisticated dual clutch auto box for a traditional A8 speed unit . But the news isn't all bad because this transmission is really good .",media centre,remote operated,pos,,,,
1493,,232,9,"Eating service is complete with heated front seats , A4 drive modes , including a customizable individual setting , a 19 speaker banging old son audio system and intuitively designed , seven inch , remote operated media center with the backup camera and Android auto and apple carplay integration and an eight speed automatic transmission . Yes , you heard right . The S4 ditches . The A4 is more sophisticated dual clutch auto box for a traditional A8 speed unit . But the news isn't all bad because this transmission is really good .",media centre,seven inch,neu,,,,
1494,,232,9,"Eating service is complete with heated front seats , A4 drive modes , including a customizable individual setting , a 19 speaker banging old son audio system and intuitively designed , seven inch , remote operated media center with the backup camera and Android auto and apple carplay integration and an eight speed automatic transmission . Yes , you heard right . The S4 ditches . The A4 is more sophisticated dual clutch auto box for a traditional A8 speed unit . But the news isn't all bad because this transmission is really good .",transmission,really good,pos,,,,
1495,,232,9,"Eating service is complete with heated front seats , A4 drive modes , including a customizable individual setting , a 19 speaker banging old son audio system and intuitively designed , seven inch , remote operated media center with the backup camera and Android auto and apple carplay integration and an eight speed automatic transmission . Yes , you heard right . The S4 ditches . The A4 is more sophisticated dual clutch auto box for a traditional A8 speed unit . But the news isn't all bad because this transmission is really good .",A4 dual clutch,more sophisticated,pos,,,,
1496,503,232,10,"It's moving around town and upshift times V8 the paddle shifters nearly as quick as those of the twin clutch . There was a slight hesitation on down ships , and before you ask , a manual transmission is not available .",upshifts,nearly as quick as twin clutch,pos,,,,
1497,,232,10,"It's moving around town and upshift times V8 the paddle shifters nearly as quick as those of the twin clutch . There was a slight hesitation on down ships , and before you ask , a manual transmission is not available .",downshifts,slight hesitation,neg,,,,
1498,504,232,11,"Getting back to pricing , Leaving goodbye to $65,000 gets you out his virtual cockpit .",-,-,-,,,,
1499,505,232,12,"A larger , 8.3 inch main display with embedded navigation heated steering wheel that replaces the standard flat bottom assembly .",steering wheel,heated,pos,,,,
1500,506,232,13,"And Audi is pre safe technologies comprised of all speed adaptive cruise control with traffic jam assist lane departure assist , automatic collision breaking and blind spot monitoring with cross traffic alert .",cruise control,adaptive,neu,,,,
1501,,232,13,"And Audi is pre safe technologies comprised of all speed adaptive cruise control with traffic jam assist lane departure assist , automatic collision breaking and blind spot monitoring with cross traffic alert .",technology,safe,pos,,,,
1502,507,232,14,"So if you're not quite smitten with the S4 , what else should you consider ? Well , how about the rear drive BMW 3 40 I , which features a slightly less powerful three liter turbocharged engine but could be paired with a traditional six bead manual gearbox ?",BMW 3 40 I  engine,slightly less powerful,neg,,,,
1503,,232,14,"So if you're not quite smitten with the S4 , what else should you consider ? Well , how about the rear drive BMW 3 40 I , which features a slightly less powerful three liter turbocharged engine but could be paired with a traditional six bead manual gearbox ?","BMW 3 40 I , drive",reae wheel,neg,,,,
1504,508,232,15,And then there's the Mercedes AMG C 43 with a similar starting price .,price,similar to AMG C 43,neu,,,,
1505,509,232,16,"Comparable output figures , standard rear biased all wheel drive and an equally gorgeous interior .",drive,rear wheel,neu,,,,
1506,,232,16,"Comparable output figures , standard rear biased all wheel drive and an equally gorgeous interior .",interior,gorgeous,pos,,,,
1507,,232,16,"Comparable output figures , standard rear biased all wheel drive and an equally gorgeous interior .",output figures,comparable,neu,,,,
1508,510,232,17,"See , 43 is a serious contender to the Audi , but the S4 is perhaps the only car in this class that could behave like a legitimate luxury sedan around town and then instantly transformed into a proper sports car when the mood strikes . To put it another way , it isn't just a higher performing A4 . It's a better one",town,legitimate luxury sedan,pos,,,,
1509,,232,17,"See , 43 is a serious contender to the Audi , but the S4 is perhaps the only car in this class that could behave like a legitimate luxury sedan around town and then instantly transformed into a proper sports car when the mood strikes . To put it another way , it isn't just a higher performing A4 . It's a better one",S4,better,pos,,,,
